Selected	index	ID	LINcode (N. gonorrhoeae cgMLST v2)	LINcode (N. gonorrhoeae cgMLST v2)[10]	LINcode (N. gonorrhoeae cgMLST v2)[1]	LINcode (N. gonorrhoeae cgMLST v2)[2]	LINcode (N. gonorrhoeae cgMLST v2)[3]	LINcode (N. gonorrhoeae cgMLST v2)[4]	LINcode (N. gonorrhoeae cgMLST v2)[5]	LINcode (N. gonorrhoeae cgMLST v2)[6]	LINcode (N. gonorrhoeae cgMLST v2)[7]	LINcode (N. gonorrhoeae cgMLST v2)[8]	LINcode (N. gonorrhoeae cgMLST v2)[9]	country	isolate	year
	405	125924	0_0_81_0_0_0_0_0_0_0_0	0_0_81_0_0_0_0_0_0_0	0	0_0	0_0_81	0_0_81_0	0_0_81_0_0	0_0_81_0_0_0	0_0_81_0_0_0_0	0_0_81_0_0_0_0_0	0_0_81_0_0_0_0_0_0	Madagascar	MDG-NG2	2020
	406	125925	1_2_1_1_1_0_0_0_0_0_0	1_2_1_1_1_0_0_0_0_0	1	1_2	1_2_1	1_2_1_1	1_2_1_1_1	1_2_1_1_1_0	1_2_1_1_1_0_0	1_2_1_1_1_0_0_0	1_2_1_1_1_0_0_0_0	Madagascar	MDG-NG30	2020
	407	125926	0_2_9_14_66_0_0_0_0_0_0	0_2_9_14_66_0_0_0_0_0	0	0_2	0_2_9	0_2_9_14	0_2_9_14_66	0_2_9_14_66_0	0_2_9_14_66_0_0	0_2_9_14_66_0_0_0	0_2_9_14_66_0_0_0_0	Madagascar	MDG-NG31	2020
	408	125927	0_24_0_1_2_0_0_0_0_0_0	0_24_0_1_2_0_0_0_0_0	0	0_24	0_24_0	0_24_0_1	0_24_0_1_2	0_24_0_1_2_0	0_24_0_1_2_0_0	0_24_0_1_2_0_0_0	0_24_0_1_2_0_0_0_0	Madagascar	MDG-NG32	2020
	409	125928												Madagascar	MDG-NG33	2020
	410	125929	0_0_82_1_0_0_0_0_0_0_0	0_0_82_1_0_0_0_0_0_0	0	0_0	0_0_82	0_0_82_1	0_0_82_1_0	0_0_82_1_0_0	0_0_82_1_0_0_0	0_0_82_1_0_0_0_0	0_0_82_1_0_0_0_0_0	Madagascar	MDG-NG34	2020
	411	125930	0_0_77_0_0_0_0_0_0_0_0	0_0_77_0_0_0_0_0_0_0	0	0_0	0_0_77	0_0_77_0	0_0_77_0_0	0_0_77_0_0_0	0_0_77_0_0_0_0	0_0_77_0_0_0_0_0	0_0_77_0_0_0_0_0_0	Madagascar	MDG-NG35	2020
	412	125931												Madagascar	MDG-NG36	2020
	413	125932	1_2_1_2_0_0_0_0_0_0_0	1_2_1_2_0_0_0_0_0_0	1	1_2	1_2_1	1_2_1_2	1_2_1_2_0	1_2_1_2_0_0	1_2_1_2_0_0_0	1_2_1_2_0_0_0_0	1_2_1_2_0_0_0_0_0	Madagascar	MDG-NG37	2020
	414	125933												Madagascar	MDG-NG38	2017
	415	125934												Madagascar	MDG-NG39	2020
	416	125935	0_24_0_1_0_0_0_0_0_0_0	0_24_0_1_0_0_0_0_0_0	0	0_24	0_24_0	0_24_0_1	0_24_0_1_0	0_24_0_1_0_0	0_24_0_1_0_0_0	0_24_0_1_0_0_0_0	0_24_0_1_0_0_0_0_0	Madagascar	MDG-NG3	2019
	417	125936												Madagascar	MDG-NG40	2020
	418	125937												Madagascar	MDG-NG41	2020
	419	125938	0_24_0_1_2_0_0_0_0_0_0	0_24_0_1_2_0_0_0_0_0	0	0_24	0_24_0	0_24_0_1	0_24_0_1_2	0_24_0_1_2_0	0_24_0_1_2_0_0	0_24_0_1_2_0_0_0	0_24_0_1_2_0_0_0_0	Madagascar	MDG-NG42	2020
	420	125939												Madagascar	MDG-NG43	2019
	421	125940												Madagascar	MDG-NG44	2020
	422	125941												Madagascar	MDG-NG45	2020
	423	125942												Madagascar	MDG-NG46	2020
	424	125943												Madagascar	MDG-NG47	2016
	425	125945	1_1_57_1_0_0_0_0_0_0_0	1_1_57_1_0_0_0_0_0_0	1	1_1	1_1_57	1_1_57_1	1_1_57_1_0	1_1_57_1_0_0	1_1_57_1_0_0_0	1_1_57_1_0_0_0_0	1_1_57_1_0_0_0_0_0	Madagascar	MDG-NG4	2020
	426	125947	0_2_9_14_65_0_0_0_0_0_0	0_2_9_14_65_0_0_0_0_0	0	0_2	0_2_9	0_2_9_14	0_2_9_14_65	0_2_9_14_65_0	0_2_9_14_65_0_0	0_2_9_14_65_0_0_0	0_2_9_14_65_0_0_0_0	Madagascar	MDG-NG5	2020
	427	125948	0_2_77_0_0_0_0_0_0_0_0	0_2_77_0_0_0_0_0_0_0	0	0_2	0_2_77	0_2_77_0	0_2_77_0_0	0_2_77_0_0_0	0_2_77_0_0_0_0	0_2_77_0_0_0_0_0	0_2_77_0_0_0_0_0_0	Madagascar	MDG-NG6	2020
	428	125950	0_24_0_1_1_0_0_0_0_0_0	0_24_0_1_1_0_0_0_0_0	0	0_24	0_24_0	0_24_0_1	0_24_0_1_1	0_24_0_1_1_0	0_24_0_1_1_0_0	0_24_0_1_1_0_0_0	0_24_0_1_1_0_0_0_0	Madagascar	MDG-NG8	2016
	429	125951	1_2_2_1_0_0_0_0_0_0_0	1_2_2_1_0_0_0_0_0_0	1	1_2	1_2_2	1_2_2_1	1_2_2_1_0	1_2_2_1_0_0	1_2_2_1_0_0_0	1_2_2_1_0_0_0_0	1_2_2_1_0_0_0_0_0	Madagascar	MDG-NG9	2020
	430	131095	0_12_10_0_0_0_0_0_0_0_0	0_12_10_0_0_0_0_0_0_0	0	0_12	0_12_10	0_12_10_0	0_12_10_0_0	0_12_10_0_0_0	0_12_10_0_0_0_0	0_12_10_0_0_0_0_0	0_12_10_0_0_0_0_0_0	South Africa	GP-12-MUS-048	2012
	431	131096	0_0_23_5_0_0_0_0_0_0_0	0_0_23_5_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_5	0_0_23_5_0	0_0_23_5_0_0	0_0_23_5_0_0_0	0_0_23_5_0_0_0_0	0_0_23_5_0_0_0_0_0	South Africa	GP-12-MUS-049	2012
	432	131097	0_0_23_2_4_0_0_0_0_0_0	0_0_23_2_4_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_4	0_0_23_2_4_0	0_0_23_2_4_0_0	0_0_23_2_4_0_0_0	0_0_23_2_4_0_0_0_0	South Africa	GP-12-MUS-052	2012
	433	131098	1_1_27_2_1_0_0_0_0_0_0	1_1_27_2_1_0_0_0_0_0	1	1_1	1_1_27	1_1_27_2	1_1_27_2_1	1_1_27_2_1_0	1_1_27_2_1_0_0	1_1_27_2_1_0_0_0	1_1_27_2_1_0_0_0_0	South Africa	GP-12-MUS-069	2012
	434	131099	0_0_33_12_92_1_0_0_0_1_0	0_0_33_12_92_1_0_0_0_1	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_0	South Africa	GP-12-MUS-071	2012
	435	131100	1_1_17_9_0_0_0_0_0_0_0	1_1_17_9_0_0_0_0_0_0	1	1_1	1_1_17	1_1_17_9	1_1_17_9_0	1_1_17_9_0_0	1_1_17_9_0_0_0	1_1_17_9_0_0_0_0	1_1_17_9_0_0_0_0_0	South Africa	GP-12-MUS-086	2012
	436	131101	0_0_33_12_164_0_0_0_0_0_0	0_0_33_12_164_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_164	0_0_33_12_164_0	0_0_33_12_164_0_0	0_0_33_12_164_0_0_0	0_0_33_12_164_0_0_0_0	South Africa	GP-12-MUS-088	2012
	437	131102	0_0_23_6_0_0_0_0_0_0_0	0_0_23_6_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_6	0_0_23_6_0	0_0_23_6_0_0	0_0_23_6_0_0_0	0_0_23_6_0_0_0_0	0_0_23_6_0_0_0_0_0	South Africa	GP-12-MUS-092	2012
	438	131103	1_1_17_4_7_0_0_0_0_0_0	1_1_17_4_7_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_7	1_1_17_4_7_0	1_1_17_4_7_0_0	1_1_17_4_7_0_0_0	1_1_17_4_7_0_0_0_0	South Africa	GP-12-MUS-093	2012
	439	131104	0_0_65_0_0_0_0_0_0_0_0	0_0_65_0_0_0_0_0_0_0	0	0_0	0_0_65	0_0_65_0	0_0_65_0_0	0_0_65_0_0_0	0_0_65_0_0_0_0	0_0_65_0_0_0_0_0	0_0_65_0_0_0_0_0_0	South Africa	GP-12-MUS-096	2012
	440	131105	1_1_27_6_2_0_0_0_0_0_0	1_1_27_6_2_0_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_2	1_1_27_6_2_0	1_1_27_6_2_0_0	1_1_27_6_2_0_0_0	1_1_27_6_2_0_0_0_0	South Africa	GP-12-MUS-099	2012
	441	131106	1_1_27_6_8_0_0_0_0_0_0	1_1_27_6_8_0_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_8	1_1_27_6_8_0	1_1_27_6_8_0_0	1_1_27_6_8_0_0_0	1_1_27_6_8_0_0_0_0	South Africa	GP-12-MUS-102	2012
	442	131107	1_3_0_1_0_0_0_0_0_0_0	1_3_0_1_0_0_0_0_0_0	1	1_3	1_3_0	1_3_0_1	1_3_0_1_0	1_3_0_1_0_0	1_3_0_1_0_0_0	1_3_0_1_0_0_0_0	1_3_0_1_0_0_0_0_0	South Africa	GP-12-MUS-107	2012
	443	131108	0_0_23_24_0_0_0_0_0_0_0	0_0_23_24_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_24	0_0_23_24_0	0_0_23_24_0_0	0_0_23_24_0_0_0	0_0_23_24_0_0_0_0	0_0_23_24_0_0_0_0_0	South Africa	GP-12-MUS-109	2012
	444	131109	0_0_33_12_164_0_0_0_0_0_0	0_0_33_12_164_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_164	0_0_33_12_164_0	0_0_33_12_164_0_0	0_0_33_12_164_0_0_0	0_0_33_12_164_0_0_0_0	South Africa	GP-12-MUS-110	2012
	445	131110	0_0_23_16_0_0_0_0_0_0_0	0_0_23_16_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_16	0_0_23_16_0	0_0_23_16_0_0	0_0_23_16_0_0_0	0_0_23_16_0_0_0_0	0_0_23_16_0_0_0_0_0	South Africa	GP-12-MUS-115	2012
	446	131111	1_1_50_0_0_0_0_0_0_0_0	1_1_50_0_0_0_0_0_0_0	1	1_1	1_1_50	1_1_50_0	1_1_50_0_0	1_1_50_0_0_0	1_1_50_0_0_0_0	1_1_50_0_0_0_0_0	1_1_50_0_0_0_0_0_0	South Africa	GP-12-MUS-116	2012
	447	131112	0_23_0_0_2_0_0_0_0_0_0	0_23_0_0_2_0_0_0_0_0	0	0_23	0_23_0	0_23_0_0	0_23_0_0_2	0_23_0_0_2_0	0_23_0_0_2_0_0	0_23_0_0_2_0_0_0	0_23_0_0_2_0_0_0_0	South Africa	GP-12-MUS-117	2012
	448	131113	0_0_33_12_92_1_1_0_0_0_0	0_0_33_12_92_1_1_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_1	0_0_33_12_92_1_1_0	0_0_33_12_92_1_1_0_0	South Africa	GP-12-MUS-124	2012
	449	131114	1_1_17_4_10_0_0_0_0_0_0	1_1_17_4_10_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_10	1_1_17_4_10_0	1_1_17_4_10_0_0	1_1_17_4_10_0_0_0	1_1_17_4_10_0_0_0_0	South Africa	GP-12-MUS-137	2012
	450	131115	0_0_33_12_92_3_0_0_0_0_0	0_0_33_12_92_3_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_3	0_0_33_12_92_3_0	0_0_33_12_92_3_0_0	0_0_33_12_92_3_0_0_0	South Africa	GP-12-MUS-163	2012
	451	131116	0_2_21_0_2_0_0_0_0_0_0	0_2_21_0_2_0_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_2	0_2_21_0_2_0	0_2_21_0_2_0_0	0_2_21_0_2_0_0_0	0_2_21_0_2_0_0_0_0	South Africa	GP-12-MUS-166	2012
	452	131117	0_23_0_0_0_0_0_0_0_0_0	0_23_0_0_0_0_0_0_0_0	0	0_23	0_23_0	0_23_0_0	0_23_0_0_0	0_23_0_0_0_0	0_23_0_0_0_0_0	0_23_0_0_0_0_0_0	0_23_0_0_0_0_0_0_0	South Africa	GP-12-MUS-170	2012
	453	131118	1_1_17_4_5_0_0_0_0_0_0	1_1_17_4_5_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_5	1_1_17_4_5_0	1_1_17_4_5_0_0	1_1_17_4_5_0_0_0	1_1_17_4_5_0_0_0_0	South Africa	GP-12-MUS-180	2012
	454	131119	0_16_0_1_6_2_0_0_0_0_0	0_16_0_1_6_2_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_2	0_16_0_1_6_2_0	0_16_0_1_6_2_0_0	0_16_0_1_6_2_0_0_0	South Africa	GP-12-MUS-190	2012
	455	131120	0_0_23_2_3_0_0_0_0_0_0	0_0_23_2_3_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_3	0_0_23_2_3_0	0_0_23_2_3_0_0	0_0_23_2_3_0_0_0	0_0_23_2_3_0_0_0_0	South Africa	GP-12-MUS-199	2012
	456	131121	0_0_33_12_92_1_0_0_0_0_0	0_0_33_12_92_1_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_0	South Africa	GP-12-MUS-205	2012
	457	131122	0_0_33_12_192_0_0_0_0_0_0	0_0_33_12_192_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_192	0_0_33_12_192_0	0_0_33_12_192_0_0	0_0_33_12_192_0_0_0	0_0_33_12_192_0_0_0_0	South Africa	GP-12-MUS-208	2012
	458	131123	1_3_1_0_0_0_0_0_0_0_0	1_3_1_0_0_0_0_0_0_0	1	1_3	1_3_1	1_3_1_0	1_3_1_0_0	1_3_1_0_0_0	1_3_1_0_0_0_0	1_3_1_0_0_0_0_0	1_3_1_0_0_0_0_0_0	South Africa	GP-12-MUS-211	2012
	459	131124	0_0_23_3_1_0_0_0_0_0_0	0_0_23_3_1_0_0_0_0_0	0	0_0	0_0_23	0_0_23_3	0_0_23_3_1	0_0_23_3_1_0	0_0_23_3_1_0_0	0_0_23_3_1_0_0_0	0_0_23_3_1_0_0_0_0	South Africa	GP-12-MUS-214	2012
	460	131125	0_16_0_1_6_3_0_0_0_0_0	0_16_0_1_6_3_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_3	0_16_0_1_6_3_0	0_16_0_1_6_3_0_0	0_16_0_1_6_3_0_0_0	South Africa	GP-12-MUS-220	2012
	461	131126												South Africa	GP-12-MUS-242	2012
	462	131127	1_1_17_4_14_0_0_0_0_0_0	1_1_17_4_14_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_14	1_1_17_4_14_0	1_1_17_4_14_0_0	1_1_17_4_14_0_0_0	1_1_17_4_14_0_0_0_0	South Africa	GP-12-MUS-250	2012
	463	131128	0_0_33_12_159_0_0_0_0_0_0	0_0_33_12_159_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_159	0_0_33_12_159_0	0_0_33_12_159_0_0	0_0_33_12_159_0_0_0	0_0_33_12_159_0_0_0_0	South Africa	GP-12-MUS-251	2012
	464	131129	0_2_73_0_0_0_0_0_0_0_0	0_2_73_0_0_0_0_0_0_0	0	0_2	0_2_73	0_2_73_0	0_2_73_0_0	0_2_73_0_0_0	0_2_73_0_0_0_0	0_2_73_0_0_0_0_0	0_2_73_0_0_0_0_0_0	South Africa	GP-12-MUS-252	2012
	465	131130	0_0_47_6_9_0_0_0_0_0_0	0_0_47_6_9_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_9	0_0_47_6_9_0	0_0_47_6_9_0_0	0_0_47_6_9_0_0_0	0_0_47_6_9_0_0_0_0	South Africa	GP-12-MUS-264	2012
	466	131131	0_0_33_12_268_0_0_0_0_0_0	0_0_33_12_268_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_268	0_0_33_12_268_0	0_0_33_12_268_0_0	0_0_33_12_268_0_0_0	0_0_33_12_268_0_0_0_0	South Africa	GP-12-MUS-273	2012
	467	131132	0_0_33_12_92_1_0_0_0_2_0	0_0_33_12_92_1_0_0_0_2	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_0	South Africa	GP-12-MUS-276	2012
	468	131133	0_0_47_6_21_0_0_0_0_0_0	0_0_47_6_21_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_21	0_0_47_6_21_0	0_0_47_6_21_0_0	0_0_47_6_21_0_0_0	0_0_47_6_21_0_0_0_0	South Africa	GP-12-MUS-283	2012
	469	131134	0_0_33_98_0_0_0_0_0_0_0	0_0_33_98_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_98	0_0_33_98_0	0_0_33_98_0_0	0_0_33_98_0_0_0	0_0_33_98_0_0_0_0	0_0_33_98_0_0_0_0_0	South Africa	GP-12-MUS-289	2012
	470	131135	0_2_21_0_7_0_0_0_0_0_0	0_2_21_0_7_0_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_7	0_2_21_0_7_0	0_2_21_0_7_0_0	0_2_21_0_7_0_0_0	0_2_21_0_7_0_0_0_0	South Africa	GP-12-MUS-291	2012
	471	131136	0_0_36_1_2_0_0_0_0_0_0	0_0_36_1_2_0_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_2	0_0_36_1_2_0	0_0_36_1_2_0_0	0_0_36_1_2_0_0_0	0_0_36_1_2_0_0_0_0	South Africa	GP-12-MUS-297	2012
	472	131137	0_0_36_1_5_0_0_0_0_0_0	0_0_36_1_5_0_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_5	0_0_36_1_5_0	0_0_36_1_5_0_0	0_0_36_1_5_0_0_0	0_0_36_1_5_0_0_0_0	South Africa	GP-12-MUS-303	2012
	473	131138	0_0_33_12_179_0_0_0_0_0_0	0_0_33_12_179_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_179	0_0_33_12_179_0	0_0_33_12_179_0_0	0_0_33_12_179_0_0_0	0_0_33_12_179_0_0_0_0	South Africa	GP-12-MUS-307	2012
	474	131139	0_12_10_2_0_0_0_0_0_0_0	0_12_10_2_0_0_0_0_0_0	0	0_12	0_12_10	0_12_10_2	0_12_10_2_0	0_12_10_2_0_0	0_12_10_2_0_0_0	0_12_10_2_0_0_0_0	0_12_10_2_0_0_0_0_0	South Africa	GP-12-MUS-311	2012
	475	131140	0_0_33_12_149_0_0_0_0_0_0	0_0_33_12_149_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_149	0_0_33_12_149_0	0_0_33_12_149_0_0	0_0_33_12_149_0_0_0	0_0_33_12_149_0_0_0_0	South Africa	GP-12-MUS-312	2012
	476	131141	0_0_47_6_11_0_0_0_0_0_0	0_0_47_6_11_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_11	0_0_47_6_11_0	0_0_47_6_11_0_0	0_0_47_6_11_0_0_0	0_0_47_6_11_0_0_0_0	South Africa	GP-12-MUS-317	2012
	477	131142	0_0_23_2_1_0_0_0_0_0_0	0_0_23_2_1_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_1	0_0_23_2_1_0	0_0_23_2_1_0_0	0_0_23_2_1_0_0_0	0_0_23_2_1_0_0_0_0	South Africa	GP-12-MUS-319	2012
	478	131143	0_2_21_0_9_0_0_0_0_0_0	0_2_21_0_9_0_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_9	0_2_21_0_9_0	0_2_21_0_9_0_0	0_2_21_0_9_0_0_0	0_2_21_0_9_0_0_0_0	South Africa	GP-12-MUS-324	2012
	479	131144	1_1_17_11_0_0_0_0_0_0_0	1_1_17_11_0_0_0_0_0_0	1	1_1	1_1_17	1_1_17_11	1_1_17_11_0	1_1_17_11_0_0	1_1_17_11_0_0_0	1_1_17_11_0_0_0_0	1_1_17_11_0_0_0_0_0	South Africa	GP-12-MUS-325	2012
	480	131145	0_0_33_12_92_1_0_0_2_0_0	0_0_33_12_92_1_0_0_2_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_2	South Africa	GP-12-MUS-331	2012
	481	131146	0_0_23_2_9_0_0_0_0_0_0	0_0_23_2_9_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_9	0_0_23_2_9_0	0_0_23_2_9_0_0	0_0_23_2_9_0_0_0	0_0_23_2_9_0_0_0_0	South Africa	GP-12-MUS-333	2012
	482	131147	0_0_33_12_92_1_0_0_0_4_0	0_0_33_12_92_1_0_0_0_4	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_0	South Africa	GP-12-MUS-337	2012
	483	131148	0_0_33_12_150_0_0_0_0_0_0	0_0_33_12_150_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_150	0_0_33_12_150_0	0_0_33_12_150_0_0	0_0_33_12_150_0_0_0	0_0_33_12_150_0_0_0_0	South Africa	GP-12-MUS-339	2012
	484	131149	0_0_47_6_3_0_0_0_0_0_0	0_0_47_6_3_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_3	0_0_47_6_3_0	0_0_47_6_3_0_0	0_0_47_6_3_0_0_0	0_0_47_6_3_0_0_0_0	South Africa	GP-12-MUS-356	2012
	485	131150	0_0_47_6_5_0_0_0_0_0_0	0_0_47_6_5_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_5	0_0_47_6_5_0	0_0_47_6_5_0_0	0_0_47_6_5_0_0_0	0_0_47_6_5_0_0_0_0	South Africa	GP-12-MUS-358	2012
	486	131151	0_2_21_0_10_0_0_0_0_0_0	0_2_21_0_10_0_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_10	0_2_21_0_10_0	0_2_21_0_10_0_0	0_2_21_0_10_0_0_0	0_2_21_0_10_0_0_0_0	South Africa	GP-12-MUS-361	2012
	487	131152	0_18_23_1_0_0_0_0_0_0_0	0_18_23_1_0_0_0_0_0_0	0	0_18	0_18_23	0_18_23_1	0_18_23_1_0	0_18_23_1_0_0	0_18_23_1_0_0_0	0_18_23_1_0_0_0_0	0_18_23_1_0_0_0_0_0	South Africa	GP-12-MUS-363	2012
	488	131153	0_0_33_12_170_0_0_0_0_0_0	0_0_33_12_170_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_170	0_0_33_12_170_0	0_0_33_12_170_0_0	0_0_33_12_170_0_0_0	0_0_33_12_170_0_0_0_0	South Africa	GP-12-MUS-368	2012
	489	131154	0_0_33_12_147_0_0_0_0_0_0	0_0_33_12_147_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_147	0_0_33_12_147_0	0_0_33_12_147_0_0	0_0_33_12_147_0_0_0	0_0_33_12_147_0_0_0_0	South Africa	GP-12-MUS-371	2012
	490	131155	0_23_0_0_1_0_0_0_0_0_0	0_23_0_0_1_0_0_0_0_0	0	0_23	0_23_0	0_23_0_0	0_23_0_0_1	0_23_0_0_1_0	0_23_0_0_1_0_0	0_23_0_0_1_0_0_0	0_23_0_0_1_0_0_0_0	South Africa	GP-13-MUS-001	2013
	491	131156	0_16_0_1_6_5_0_0_0_0_0	0_16_0_1_6_5_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_5	0_16_0_1_6_5_0	0_16_0_1_6_5_0_0	0_16_0_1_6_5_0_0_0	South Africa	GP-13-MUS-015	2013
	492	131157	0_0_33_12_196_0_0_0_0_0_0	0_0_33_12_196_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_196	0_0_33_12_196_0	0_0_33_12_196_0_0	0_0_33_12_196_0_0_0	0_0_33_12_196_0_0_0_0	South Africa	GP-13-MUS-032	2013
	493	131158	0_0_33_12_171_0_0_0_0_0_0	0_0_33_12_171_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_171	0_0_33_12_171_0	0_0_33_12_171_0_0	0_0_33_12_171_0_0_0	0_0_33_12_171_0_0_0_0	South Africa	GP-13-MUS-044	2013
	494	131159	0_0_47_6_7_0_0_0_0_0_0	0_0_47_6_7_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_7	0_0_47_6_7_0	0_0_47_6_7_0_0	0_0_47_6_7_0_0_0	0_0_47_6_7_0_0_0_0	South Africa	GP-13-MUS-047	2013
	495	131160	0_16_0_1_6_1_0_0_0_0_0	0_16_0_1_6_1_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_1	0_16_0_1_6_1_0	0_16_0_1_6_1_0_0	0_16_0_1_6_1_0_0_0	South Africa	GP-13-MUS-051	2013
	496	131161	0_16_0_1_20_0_0_0_0_0_0	0_16_0_1_20_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_20	0_16_0_1_20_0	0_16_0_1_20_0_0	0_16_0_1_20_0_0_0	0_16_0_1_20_0_0_0_0	South Africa	GP-13-MUS-052	2013
	497	131162	0_0_33_12_92_1_0_0_1_0_0	0_0_33_12_92_1_0_0_1_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_92	0_0_33_12_92_1	0_0_33_12_92_1_0	0_0_33_12_92_1_0_0	0_0_33_12_92_1_0_0_1	South Africa	GP-13-MUS-053	2013
	498	131163	0_0_47_6_8_0_0_0_0_0_0	0_0_47_6_8_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_8	0_0_47_6_8_0	0_0_47_6_8_0_0	0_0_47_6_8_0_0_0	0_0_47_6_8_0_0_0_0	South Africa	GP-13-MUS-067	2013
	499	131164	0_0_36_1_1_0_0_0_0_0_0	0_0_36_1_1_0_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_1	0_0_36_1_1_0	0_0_36_1_1_0_0	0_0_36_1_1_0_0_0	0_0_36_1_1_0_0_0_0	South Africa	GP-13-MUS-068	2013
	500	131165	0_0_33_12_167_0_0_0_0_0_0	0_0_33_12_167_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_167	0_0_33_12_167_0	0_0_33_12_167_0_0	0_0_33_12_167_0_0_0	0_0_33_12_167_0_0_0_0	South Africa	GP-13-MUS-070	2013
	501	131166	1_1_51_0_0_0_0_0_0_0_0	1_1_51_0_0_0_0_0_0_0	1	1_1	1_1_51	1_1_51_0	1_1_51_0_0	1_1_51_0_0_0	1_1_51_0_0_0_0	1_1_51_0_0_0_0_0	1_1_51_0_0_0_0_0_0	South Africa	GP-13-MUS-073	2013
